Tabela 6612 - Valores encadeados a preços de 1995,,,,,,,,,,,,,,,
Variável - Valores encadeados a preços de 1995 (Milhões de Reais),,,,,,,,,,,,,,,
,Trimestre,Setores e subsetores,,,,,,,,,,,,,
,Trimestre,Agropecuária - total,Indústria - total,Indústrias extrativas,Indústrias de transformação,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",Construção,Serviços - total,Comércio,"Transporte, armazenagem e correio",Informação e comunicação,"Atividades financeiras, de seguros e serviços relacionados",Atividades imobiliárias,Outras atividades de serviços,"Administração, saúde e educação públicas e seguridade social"
Brasil,3º trimestre 2006,"14658,92","52414,73","1892,05","32549,47","4982,7","12268,63","141423,54","17692,87","6845,87","7729,59","21030,13","22357,52","29964,36","34584,47"
Brasil,4º trimestre 2006,"10276,28","53126,48","1942,7","32987,99","5071,4","12284,86","144090,31","18405,14","7030,48","7954,05","20747,52","22736,42","31064,09","34559,64"
Brasil,1º trimestre 2007,"15721,64","48753,56","1837,5","29024,51","5077,31","12049,44","141602,13","17315,49","6728,53","7653,12","21989,22","22919,55","29345,33","35012,73"
Brasil,2º trimestre 2007,"15213,67","53265,91","1897,3","32752,1","5224,45","12795,85","145924,75","18518,1","7050,05","7845,92","22831,12","23364,82","30027,3","35420,39"
Brasil,3º trimestre 2007,"15344,88","56058,85","1926,25","35002,74","5222,51","13548,62","149023,83","19257,09","7174,45","8029,14","23926,46","23612,68","30806,52","35305,74"
Brasil,4º trimestre 2007,"10707,8","55759,57","1930,17","34704,29","5343,26","13299,34","153098,37","19822,57","7546,44","8681,93","25468,58","23728,79","31934,95","34970,35"
Brasil,1º trimestre 2008,"16470,17","52235,95","1908,58","31782,33","5231,18","12651,53","149089,55","18657,11","7319,14","8362,01","25720,37","23551,11","30435,12","34879,4"
Brasil,2º trimestre 2008,"16896,6","56055,53","1994,8","34865,63","5271,91","13282,7","154362,11","19894,21","7801,84","8622,97","26451,84","23720,92","31675,62","35602,95"
Brasil,3º trimestre 2008,"16114,44","59852,9","2073,39","37408,43","5411,51","14527,43","158276,31","21034,46","7969,79","8898,38","27170,63","23960,98","32697,95","35635,38"
Brasil,4º trimestre 2008,"10795,53","54460,03","1926,74","32883,23","5491,41","13768,3","156365,9","19319,78","7568,38","9473,17","27342,56","23689,64","33090,96","35492,51"
Brasil,1º trimestre 2009,"16239,2","46596,59","1801,33","26622,03","5108,04","12576,26","150556,71","17266,43","6804,44","8565,81","27921,77","23956,05","31412,73","35973,23"
Brasil,2º trimestre 2009,"15965,34","51588,38","1903,45","30155,83","5340,6","13925,36","155422,2","18773,15","7130,15","8713,45","28500,28","24231,9","32195,23","36676,31"
Brasil,3º trimestre 2009,"14905,96","56406,96","1999,45","33492,9","5434,84","15551,89","160510,13","20266,26","7538,12","8827,28","29266,47","24566,99","33560,09","36813,74"
Brasil,4º trimestre 2009,"10918,72","57544,99","2031,68","33982,82","5681,65","15984,04","164379,74","20757,4","7846,85","9254,19","30437,49","25008,95","34574,4","36992,76"
Brasil,1º trimestre 2010,"17354,76","53729,69","2078,52","30860,29","5540,03","15035,65","159910,96","20016,9","7693,46","8820,2","30217,9","25107,64","32246,39","36861,29"
Brasil,2º trimestre 2010,"17570,58","58291,93","2201,17","33797,27","5731,21","16432,21","164788,05","21036,8","8077,07","9148,07","30758,37","25535,16","33273,47","37576,12"
Brasil,3º trimestre 2010,"15731,54","61098,77","2288,26","35880,93","5765,12","17003,77","169699,05","22258,73",8379,"9390,25","32126,6","25791,61","34607,06","37627,42"
Brasil,4º trimestre 2010,"11258,52","60661,01","2319,67","35134,05","5882,14","17169,42","173084,15","22342,95","8450,68","9894,19","33848,45","26107,32","35913,09","37649,86"
Brasil,1º trimestre 2011,"18286,92","56818,83","2167,51","32375,37","5792,3","16330,87","167436,21","20908,2","8205,06","9362,55","32672,34","26041,74","34037,72","37735,37"
Brasil,2º trimestre 2011,"17697,64","61277,71","2279,91","35279,41","6077,58","17636,58","171954,9","21916,96","8453,26","9800,84","33123,01","25940,53","35301,11","38390,72"
Brasil,3º trimestre 2011,"16938,6","63520,13","2351,13","36543,88","6113,37","18600,57","174480,04","22363,98","8657,42","9968,53","33997,86","26087,18","36173,76","38274,05"
Brasil,4º trimestre 2011,"12483,43","61783,24","2397,48","34522,69","6220,12","18486,68","176691,41","22471,44","8679,3","10539,5","35039,39","26452,71","36816,11","38161,63"
Brasil,1º trimestre 2012,"16233,61","58175,43","2233,46","31868,19","6181,96","17753,36","171071,29","21033,28","8205,37","9995,26","33764,5","26752,04","35066,46","38250,73"
Brasil,2º trimestre 2012,"17669,32","59324,46","2224,65","33185,08","6022,31","17962,48","176093,46","22133,29","8467,64","10267,18","33801,48","27433,88","36172,9","39124,08"
Brasil,3º trimestre 2012,"17740,9","63227,56","2265,29","36068,1","6246,84","19135,7","180213,67","23236,64","9113,8","10728,44","34018,27","27699,29","37341,04","38679,43"
Brasil,4º trimestre 2012,"11746,77","60913,1","2294,23","34300,22","5917,42","18465,52","183230,56","23330,11","8902,48","11457,42","35337,07","27956,04","38879,28",38559
Brasil,1º trimestre 2013,"19725,81","57345,18","2045,38","31872,86","5999,02","17971,85","175831,82","21803,85","8265,27","10522,86","33949,47","28681,41","35723,66","38853,16"
Brasil,2º trimestre 2013,"19463,89","61963,78","2148,84","35161,97","6151,82","19387,01","181544,37",23030,"8989,36","10849,86","35026,14","28763,21","36721,55","39655,11"
Brasil,3º trimestre 2013,"17265,24","65038,86","2248,44","37331,4","6237,64","20193,53","185153,47","23907,53","9269,22","10846,27","35087,32","28861,64","38048,13","39894,67"
Brasil,4º trimestre 2013,"12236,02","62527,2","2287,61","35136,02","6370,25","19060,72","187648,26","24064,72","9077,09","11930,09","35328,44","29160,37","39328,58","39629,28"
Brasil,1º trimestre 2014,"21085,83","59573,78","2175,95","32065,82","6314,06","19442,9","180768,05","22753,83","8679,65","11228,31","34480,71","29128,05","37107,64","38947,7"
Brasil,2º trimestre 2014,"19500,15","59771,61","2317,5","32457,23","5936,75","18831,96","182746,39","22675,85","8814,51","11444,79","34420,74","28933,76","37898,51","39870,66"
Brasil,3º trimestre 2014,"17446,98","62728,97","2486,19","35424,39","5867,41","18376,34","185875,57","23760,23","9391,22","11549,48","34412,95","28914,35","38493,64","39833,24"
Brasil,4º trimestre 2014,"12575,04","61077,34","2540,88","33016,3","6159,29","18321,78","187983,1","24131,99","9246,37","12249,58","35289,4","29338,56","39119,16","39534,59"
Brasil,1º trimestre 2015,"22590,91","57105,57","2456,61","30066,71","5996,72","17556,32","178582,06","21837,55","8482,84","11555,92","34219,59","29085,85","36393,01","39127,65"
Brasil,2º trimestre 2015,"20376,09","56924,12","2517,94","30377,14","5889,71","16810,46","178694,8","21406,84","8535,39","11350,61","34031,91","28826,19","36776,19","39779,58"
Brasil,3º trimestre 2015,"17408,83","59121,89","2611,64","31940,26","6031,34","17128,91","179562,96","21759,7","8931,08","11311,79","33909,72","28843,15","36503,73","39976,7"
Brasil,4º trimestre 2015,"12572,34","55990,93","2476,66","29298,63","6264,42","16726,35","180375,28",21502,"8619,98","11814,79","34768,11","29115,87","37268,39","39685,52"
Brasil,1º trimestre 2016,"20865,86","52862,54","2279,28","27215,77","6375,73","15932,89","172845,26","19567,34","7969,18","11087,7","33428,3","29066,51","35502,32","39275,99"
Brasil,2º trimestre 2016,19295,"54703,79","2418,27","29022,55","6499,62","15425,8","174854,31","19879,86","8172,75","11129,37","32965,31","28953,34","36081,64","40113,39"
Brasil,3º trimestre 2016,"16639,35","57090,29","2624,59","31046,64","6377,53","15413,61","176644,36","20653,82","8386,29","11327,94","32504,51","28846,47","36502,64","40139,83"
Brasil,4º trimestre 2016,"12336,98","54022,55","2617,98","28597,13","6494,29","14638,32","176939,35","20673,31","8110,52","11552,03","33353,64","29199,15","36897,12","39448,32"
Brasil,1º trimestre 2017,"25118,92","51842,16","2490,65","27240,57","6642,75","14021,47","170728,23","19213,59","7851,22","11204,77","32089,59","28937,12","35030,92","39155,58"
Brasil,2º trimestre 2017,"22399,94","53457,68","2587,14","29058,17","6454,76","13665,34","175350,76","20133,82","8127,1","11165,64","32470,37","29267,27","36309,64","40030,94"
Brasil,3º trimestre 2017,"18375,35","56881,62","2701,34","31899,37","6375,74","13942,02","179269,86","21563,14","8560,53","11296,54","32325,48","29533,14","37008,12","40163,87"
Brasil,4º trimestre 2017,"13027,56","55402,72","2650,35","30360,32","6511,66","14103,93","181303,9","21732,71","8418,16","12060,08","33850,28","29868,71","37619,68","39757,65"
Brasil,1º trimestre 2018,"24453,43","52527,68","2468,27","28340,74","6760,87","13265,74","175363,67","20387,05","8068,99","11155,95","32382,4","29776,95","36261,65","39463,41"
Brasil,2º trimestre 2018,"22578,55","54081,77","2619,86","29606,71","6717,81","13255,86","178888,33","20649,16","8218,63","11442,31","32905,19","30227,15","37446,1","40125,96"
Brasil,3º trimestre 2018,"19256,97","57456,11","2703,18","32385,46","6527,37","13813,13","182989,13","21958,61","8804,91","11567,17","32957,99","30573,79","38310,33","40087,76"
Brasil,4º trimestre 2018,"13664,37","55078,66","2678,77","29876,8","6930,98","13730,61","184160,48","21824,29","8571,5","12396,87","33800,35","30927,31","39050,8","39586,05"
Brasil,1º trimestre 2019,"24574,31","51749,69","2228,19","28005,31","7117,86","13052,06","178191,83","20411,95","8201,87","11666,52","32801,32","30762,47","37419,2","39365,69"
Brasil,2º trimestre 2019,"22757,73","53881,85","2167,87","30034,56","6919,43","13611,89","181202,74","20932,6","8296,68","11860,4","32598,58","31170,59","38408,06","39901,96"
Brasil,3º trimestre 2019,"19438,74","57046,23","2549,52","31760,91","6700,02","14478,01","185164,01","22440,27","8714,97","12103,44","33364,07","31248,42","38994,45","39719,23"
Brasil,4º trimestre 2019,"13514,37","54998,09","2566,53","29897,07","6894,09","13958,77","187751,35","22420,02","8470,48","13008,9","34702,52","31279,75","40421,71","39599,73"
Brasil,1º trimestre 2020,"26326,05","51120,34","2298,92","27387,34","6812,15","13191,04","178758,47","20914,22","7901,93","12069,35","32924,45","31230,91","37067,08","39249,75"
Brasil,2º trimestre 2020,"24004,68","46795,01","2303,6","23600,62","6875,53","12324,29","163529,33","18295,22","6363,77","11688,23","34254,56","31435,85","31333,1","36323,11"
Brasil,3º trimestre 2020,"19771,14","57072,16","2581,45","31602,12","6961,42","14198,62","177602,53","22573,11","7382,06","12199,88","34999,21","31796,5","34712,87","37537,77"
Brasil,4º trimestre 2020,"13534,85","56221,4","2409,84","31522,06","6703,32","14237,53","185045,07","23171,32","7758,7","13691,14","35636,79","32164,24","37747,67","38295,58"
Brasil,1º trimestre 2021,"27370,53","54301,35","2267,39","29505,16","7027,28","14447,77","177848,08","21484,95","7598,7","12912,16","33884,76","31853,91","35817,5","37832,04"
Brasil,2º trimestre 2021,"23554,03","55564,38","2472,34","29975,27","7057,52","14680,74","181186,56","21500,36","7651,7","13736,51","33548,17","32087,85","37198,07","38736,08"
Brasil,3º trimestre 2021,"18423,49","57885,22","2672,63","30993,82","6822,27","16050,83","187845,52","22927,66","7989,45","14225,55","33879,2","32307,54","39677,69","39203,69"
Brasil,4º trimestre 2021,"14291,56","54092,98","2526,62","27948,6","6868,5","15578,88","191912,94","22856,05","8065,6","15693,13","35513,58","32723,65","40869,24","39631,89"
Brasil,1º trimestre 2022,"25553,87","53051,76","2255,8","27618,15","7540,16","15497,89","184515,23","21122,58","8041,67","13665,33","33192,4","32029,92","39796,86","39324,61"
Brasil,2º trimestre 2022,"23337,24","56164,42","2387,81","29592,06","7818,85","15990,88","189757,62","22020,86","8350,7","14313,47","32922,54","32520,66","42170,05","39300,67"
Brasil,3º trimestre 2022,"20048,88","59413,27","2593,73","31501,78","7588,69","17078,81","197182,27","23414,84","8745,07","15101,83","34455,48","33184,1","44062,52","39951,8"
Brasil,4º trimestre 2022,"13758,18","56588,36","2563,69","29063,53","7749,15","16351,83","198786,09","23007,45","8693,08","16408,59","35989,13","33645,29","44962,93","39344,97"
Brasil,1º trimestre 2023,"31763,06","53897,36","2456,9","27224,62","7974,28","15756,75","190906,14","21478,6","8456,03","14489,87","35298,87","32915,55","42077,31","39560,63"
Brasil,2º trimestre 2023,"28605,71","56688,24","2606,58","28979,43","7967,5","16117,7","195783,41","22210,57","8734,2","14951,58","35568,75","33464,44","43559,78","40328,19"
Brasil,3º trimestre 2023,"21975,09","60104,49","2796,71","31183,94","7977,54","16317,93","201691,41","23612,48","8861,49","15351,75",37083,"34392,75","44818,96","40529,25"
Brasil,4º trimestre 2023,"13833,49","58307,65","2846,5","28888,36","8554,02","16525,42","203253,01","22979,38","8600,72","16424,77","38881,17","34547,29","46275,24","40024,94"
Brasil,1º trimestre 2024,"29568,34","55491,92","2603,64","27698,17","8356,78","16073,71","197621,36","22019,92","8470,3","15164,5","37366,92","34154,2","44339,07","40175,29"
Brasil,2º trimestre 2024,"27568,84","58932,7","2636,48","30124,07","8505,47","16824,8","203281,11","23074,96","8809,97","15752,43","37860,21","34671,69","45795,69","40991,61"
Brasil,3º trimestre 2024,"21854,48","62070,33","2771,85","32534,84","7925,08","17294,94","210322,96","24582,46","9079,5","16570,57","39343,96","35400,02","47601,1","41356,95"
Brasil,4º trimestre 2024,"13586,86","59566,36","2744,77","30422,31","8010,86","17340,06","210330,25","23998,93","8949,37","17435,39","40346,26","35318,33","48277,02","40686,97"
